country,year,tiv
New Zealand,1950,41
New Zealand,1951,70
New Zealand,1952,147
New Zealand,1953,12
New Zealand,1954,
New Zealand,1955,35
New Zealand,1956,147
New Zealand,1957,90
New Zealand,1958,58
New Zealand,1959,
New Zealand,1960,119
New Zealand,1961,111
New Zealand,1962,8
New Zealand,1963,5
New Zealand,1964,
New Zealand,1965,10
New Zealand,1966,406
New Zealand,1967,4
New Zealand,1968,56
New Zealand,1969,
New Zealand,1970,168
New Zealand,1971,133
New Zealand,1972,23
New Zealand,1973,23
New Zealand,1974,10
New Zealand,1975,51
New Zealand,1976,7
New Zealand,1977,34
New Zealand,1978,
New Zealand,1979,
New Zealand,1980,
New Zealand,1981,31
New Zealand,1982,62
New Zealand,1983,100
New Zealand,1984,41
New Zealand,1985,8
New Zealand,1986,29
New Zealand,1987,5
New Zealand,1988,61
New Zealand,1989,26
New Zealand,1990,23
New Zealand,1991,42
New Zealand,1992,54
New Zealand,1993,36
New Zealand,1994,16
New Zealand,1995,7
New Zealand,1996,7
New Zealand,1997,309
New Zealand,1998,15
New Zealand,1999,305
New Zealand,2000,
New Zealand,2001,45
New Zealand,2002,17
New Zealand,2003,154
New Zealand,2004,95
New Zealand,2005,
New Zealand,2006,6
New Zealand,2007,81
New Zealand,2008,3
New Zealand,2009,56
New Zealand,2010,78
New Zealand,2011,28
New Zealand,2012,30
New Zealand,2013,26
New Zealand,2014,84
New Zealand,2015,89
New Zealand,2016,
New Zealand,2017,
New Zealand,2018,6
New Zealand,2019,3
New Zealand,2020,146
New Zealand,2021,36
New Zealand,2022,171
New Zealand,2023,406
New Zealand,2024,200
New Zealand,2025,
