country,year,tiv
Central African Republic,1950,
Central African Republic,1951,
Central African Republic,1952,
Central African Republic,1953,
Central African Republic,1954,
Central African Republic,1955,
Central African Republic,1956,
Central African Republic,1957,
Central African Republic,1958,
Central African Republic,1959,
Central African Republic,1960,
Central African Republic,1961,2
Central African Republic,1962,
Central African Republic,1963,
Central African Republic,1964,
Central African Republic,1965,1
Central African Republic,1966,2
Central African Republic,1967,
Central African Republic,1968,3
Central African Republic,1969,
Central African Republic,1970,
Central African Republic,1971,2
Central African Republic,1972,
Central African Republic,1973,0
Central African Republic,1974,
Central African Republic,1975,
Central African Republic,1976,
Central African Republic,1977,
Central African Republic,1978,0
Central African Republic,1979,
Central African Republic,1980,0
Central African Republic,1981,1
Central African Republic,1982,3
Central African Republic,1983,6
Central African Republic,1984,1
Central African Republic,1985,6
Central African Republic,1986,
Central African Republic,1987,
Central African Republic,1988,2
Central African Republic,1989,
Central African Republic,1990,
Central African Republic,1991,
Central African Republic,1992,1
Central African Republic,1993,
Central African Republic,1994,
Central African Republic,1995,
Central African Republic,1996,
Central African Republic,1997,
Central African Republic,1998,
Central African Republic,1999,
Central African Republic,2000,
Central African Republic,2001,
Central African Republic,2002,
Central African Republic,2003,
Central African Republic,2004,
Central African Republic,2005,
Central African Republic,2006,9
Central African Republic,2007,
Central African Republic,2008,0
Central African Republic,2009,
Central African Republic,2010,
Central African Republic,2011,7
Central African Republic,2012,
Central African Republic,2013,
Central African Republic,2014,
Central African Republic,2015,
Central African Republic,2016,
Central African Republic,2017,
Central African Republic,2018,2
Central African Republic,2019,
Central African Republic,2020,1
Central African Republic,2021,44
Central African Republic,2022,2
Central African Republic,2023,43
Central African Republic,2024,
Central African Republic,2025,
